event_id,month,group,income,debt_ratio,history_months,late_payments,requested_amount,employment_years,default
sim-000357,0,group_b,62373.57,0.2419,119.4,0,5745.64,2.5,0
sim-000358,0,group_a,37381.36,0.1612,51.2,0,8959.73,5.6,0
sim-000359,0,group_b,23756.36,0.5342,93.9,1,11069.43,4.4,1
sim-000360,0,group_b,68329.13,0.667,112.1,1,14649.45,8.2,1
sim-000361,0,group_a,29590.34,0.407,77.0,2,5375.69,18.3,1
sim-000362,0,group_a,26201.55,0.4086,157.1,1,19038.92,7.3,1
sim-000363,0,group_a,28993.56,0.0936,58.9,1,8819.21,1.2,1
sim-000364,0,group_b,20415.28,0.1081,91.8,1,8706.08,4.8,0
sim-000365,0,group_a,28415.54,0.3392,9.7,4,5702.83,6.4,1
sim-000366,0,group_b,31322.58,0.5276,138.5,1,4183.41,22.2,0
sim-000367,0,group_b,46951.75,0.1284,71.2,0,4008.73,2.7,0
sim-000368,0,group_a,29348.68,0.6559,75.5,2,19832.88,10.5,0
sim-000369,0,group_b,20285.61,0.1324,93.1,0,16598.41,6.9,0
sim-000370,0,group_b,17613.41,0.18,108.0,2,11078.77,4.5,1
sim-000371,0,group_a,37722.77,0.4724,63.0,2,4668.43,16.9,0
sim-000372,0,group_a,35614.31,0.2125,103.6,0,7695.32,14.1,0
sim-000373,0,group_a,27369.61,0.0567,56.7,1,3869.53,3.6,0
sim-000374,0,group_a,28386.48,0.5636,122.1,1,5984.81,16.0,0
sim-000375,0,group_a,40666.69,0.0242,95.5,0,3677.61,5.1,1
sim-000376,0,group_b,61946.69,0.4083,36.8,3,6621.03,3.6,0
sim-000377,0,group_a,24892.93,0.3497,35.9,3,6790.68,11.7,0
sim-000378,0,group_a,35858.62,0.5794,107.1,1,5863.31,4.5,1
sim-000379,0,group_b,51661.78,0.5666,20.5,0,5100.54,8.5,1
sim-000380,0,group_a,24935.11,0.2753,57.0,0,7482.45,17.6,0
sim-000381,0,group_b,34318.32,0.6382,98.9,3,10558.97,9.8,1
sim-000382,0,group_b,33997.49,0.2069,47.2,2,15366.1,2.4,1
sim-000383,0,group_a,19915.55,0.2377,71.1,2,5713.13,9.9,0
sim-000384,0,group_a,37077.64,0.4059,46.1,0,10891.48,3.0,0
sim-000385,0,group_b,35005.09,0.235,35.2,2,10791.96,2.8,0
sim-000386,0,group_b,43614.08,0.2898,117.6,0,9668.71,5.0,0
sim-000387,0,group_b,20983.84,0.3568,39.7,2,12558.21,3.9,1
sim-000388,0,group_a,34689.33,0.2626,26.9,0,8724.86,10.6,0
sim-000389,0,group_b,61717.84,0.3405,43.8,1,7987.14,4.3,0
sim-000390,0,group_b,82664.86,0.501,55.0,1,10869.15,5.0,0
sim-000391,0,group_a,59139.5,0.1248,56.5,1,20840.29,2.6,0
sim-000392,0,group_b,21070.52,0.3102,59.8,1,3756.22,6.3,1
sim-000393,0,group_b,41749.47,0.2145,114.4,1,8808.62,4.7,0
sim-000394,0,group_a,28200.03,0.4173,73.3,4,6500.58,9.7,0
sim-000395,0,group_a,38919.02,0.3566,49.6,0,4713.25,12.9,0
sim-000396,0,group_b,24975.96,0.5879,59.4,1,10528.92,9.3,1
sim-000397,0,group_a,16820.29,0.1571,85.5,2,6872.98,4.0,1
sim-000398,0,group_a,29890.7,0.1014,16.5,0,6351.16,6.5,1
sim-000399,0,group_a,46793.2,0.1256,55.7,0,9524.42,8.1,0
sim-000400,0,group_a,38986.08,0.7318,126.8,2,12000.78,3.9,0
sim-000401,0,group_b,40914.43,0.3133,64.2,1,4686.82,5.1,0
sim-000402,0,group_b,37830.36,0.3132,68.5,2,8985.49,5.1,0
sim-000403,0,group_a,40941.58,0.2385,58.8,2,16359.69,6.7,0
sim-000404,0,group_b,43148.16,0.4881,115.2,2,8783.12,7.7,0
sim-000405,0,group_b,30780.41,0.1507,134.3,3,7666.02,4.1,0
sim-000406,0,group_a,35768.18,0.2731,11.4,1,7379.65,2.4,1
sim-000407,0,group_b,71837.98,0.3343,151.0,2,2959.48,1.9,0
sim-000408,0,group_a,36667.75,0.4604,133.5,1,3205.27,6.3,0
sim-000409,0,group_b,35167.47,0.3789,30.4,0,13098.33,12.1,1
sim-000410,0,group_b,36069.81,0.5791,99.9,1,21842.13,1.9,0
sim-000411,0,group_b,31523.18,0.1404,100.7,1,18020.43,3.4,1
sim-000412,0,group_a,28771.78,0.2191,34.3,1,21090.64,6.9,0
sim-000413,0,group_b,37708.66,0.499,56.6,2,6935.19,13.1,1
sim-000414,0,group_a,27933.99,0.288,73.4,1,7571.65,6.4,0
sim-000415,0,group_a,32496.37,0.4246,154.6,0,4462.84,1.0,1
sim-000416,0,group_a,24784.75,0.3032,71.4,0,4793.02,6.0,0
sim-000417,0,group_b,36147.57,0.3256,77.2,0,11887.1,5.5,1
sim-000418,0,group_a,44150.6,0.0851,110.6,1,5732.19,1.1,1
sim-000419,0,group_b,31602.63,0.3806,46.0,3,6188.48,14.1,0
sim-000420,0,group_b,14860.78,0.3584,42.9,2,6954.11,1.0,1
sim-000421,0,group_a,44265.29,0.1098,92.3,1,12803.85,9.5,0
sim-000422,0,group_a,36332.84,0.2653,80.6,1,8163.46,3.6,0
sim-000423,0,group_a,22761.89,0.1778,55.7,1,6039.04,4.3,0
sim-000424,0,group_b,47799.65,0.6129,108.7,2,8177.68,1.5,0
sim-000425,0,group_b,19199.92,0.2197,136.1,1,12697.68,3.3,0
sim-000426,0,group_a,53587.5,0.0655,107.7,2,5988.29,16.3,1
sim-000427,0,group_b,33722.01,0.482,53.8,1,4966.61,10.0,0
sim-000428,0,group_a,13320.73,0.3848,69.0,1,5113.57,3.4,0
sim-000429,0,group_b,37231.05,0.2209,46.7,0,21724.54,10.1,0
sim-000430,0,group_b,29126.37,0.2976,127.5,2,5567.44,3.1,0
sim-000431,0,group_b,27340.47,0.3479,67.6,1,8176.97,4.2,0
sim-000432,0,group_b,25340.4,0.3843,26.0,1,3151.51,6.0,0
sim-000433,0,group_b,32747.09,0.2527,90.7,0,25780.76,4.6,0
sim-000434,0,group_a,28175.86,0.3509,69.4,1,6039.61,8.3,1
sim-000435,0,group_a,15838.36,0.4306,63.8,0,10335.11,1.2,1
sim-000436,0,group_a,58939.6,0.0916,27.0,0,7733.6,1.4,0
sim-000437,0,group_a,31174.94,0.1248,45.9,2,5605.59,3.5,0
sim-000438,0,group_b,25402.1,0.1907,72.3,2,11412.73,3.9,0
sim-000439,0,group_b,21505.46,0.0987,99.1,0,6012.65,4.4,0
sim-000440,0,group_b,47748.72,0.6386,83.6,0,13120.62,1.8,0
sim-000441,0,group_a,20023.43,0.1208,42.1,2,29922.18,5.2,0
sim-000442,0,group_b,36544.09,0.4533,50.5,3,12524.37,4.4,0
sim-000443,0,group_a,27034.45,0.0984,39.5,1,5325.75,6.4,0
sim-000444,0,group_a,27703.77,0.1667,58.5,0,7246.17,3.3,0
sim-000445,0,group_b,21731.22,0.4286,97.2,3,3503.8,8.8,1
sim-000446,0,group_b,26621.27,0.5279,51.8,2,2577.8,6.0,1
sim-000447,0,group_b,34672.47,0.1084,57.4,1,4200.58,2.9,0
sim-000448,0,group_a,38132.84,0.404,65.0,0,8340.52,4.0,1
sim-000449,0,group_b,24836.04,0.067,30.2,2,9586.95,5.8,0
sim-000450,0,group_a,33249.92,0.1092,74.0,0,9497.51,10.8,0
sim-000451,0,group_b,50168.91,0.4696,70.1,0,10326.55,6.2,0
sim-000452,0,group_b,17183.35,0.6072,71.4,1,8758.9,5.1,1
sim-000453,0,group_a,34453.54,0.4974,39.5,3,12107.02,7.8,1
sim-000454,0,group_a,23171.32,0.4666,148.7,0,8876.54,5.7,0
sim-000455,0,group_a,22200.56,0.344,153.4,3,5550.24,9.1,1
sim-000456,0,group_b,38546.66,0.2261,56.9,1,12414.06,5.3,0
sim-000457,0,group_a,27473.97,0.5405,21.1,1,4636.07,15.2,0
sim-000458,0,group_b,20721.82,0.3631,11.5,0,5082.84,16.6,0
sim-000459,0,group_b,60246.45,0.1725,36.5,0,22668.66,7.0,0
sim-000460,0,group_a,50839.94,0.1076,38.0,0,4842.31,14.1,0
sim-000461,0,group_a,15343.26,0.1629,59.8,2,12462.25,0.9,0
sim-000462,0,group_b,18596.71,0.2645,45.8,1,10783.1,2.6,0
sim-000463,0,group_a,44322.69,0.2206,51.1,1,4594.77,4.9,0
sim-000464,0,group_a,30648.93,0.4423,108.9,0,31382.24,9.1,1
sim-000465,0,group_b,64876.54,0.1251,48.8,1,7087.43,5.2,1
sim-000466,0,group_b,44750.65,0.3341,128.1,4,6658.63,4.2,0
sim-000467,0,group_b,39174.27,0.0507,66.2,0,6804.09,1.7,0
sim-000468,0,group_a,22489.81,0.1895,68.6,1,10216.98,4.7,0
sim-000469,0,group_a,42463.7,0.5312,99.9,1,5723.92,4.6,0
sim-000470,0,group_a,20214.98,0.1672,109.0,2,3997.97,11.5,0
sim-000471,0,group_a,59766.63,0.4129,82.1,0,11324.14,4.8,0
sim-000472,0,group_a,41245.54,0.0878,66.0,1,4328.58,2.7,0
sim-000473,0,group_a,24430.1,0.1734,52.1,0,3911.59,7.8,1
sim-000474,0,group_a,48434.35,0.3044,22.3,1,5887.79,3.0,0
sim-000475,0,group_a,88560.43,0.4657,103.6,2,26369.75,4.3,0
sim-000476,0,group_a,31527.04,0.3064,89.5,1,6604.49,3.4,0
sim-000477,0,group_b,43528.6,0.3362,51.2,0,18644.59,3.1,0
sim-000478,0,group_b,28814.43,0.1301,49.0,1,7625.41,10.0,0
sim-000479,0,group_a,35805.18,0.2984,111.3,1,8444.78,2.4,1
sim-000480,0,group_a,18342.23,0.3072,11.5,2,9064.36,4.4,0
sim-000481,0,group_a,34536.69,0.2438,66.4,0,5907.05,4.7,0
sim-000482,0,group_b,35182.44,0.5229,60.5,2,8200.08,8.9,1
sim-000483,0,group_a,73539.58,0.1346,103.8,0,10649.29,2.1,0
sim-000484,0,group_a,16254.07,0.0817,88.9,1,8978.49,7.8,0
sim-000485,0,group_a,30700.34,0.3257,34.5,2,5888.79,5.2,0
sim-000486,0,group_a,59338.24,0.4239,48.0,3,13008.13,5.3,0
sim-000487,0,group_a,31208.82,0.2906,17.1,1,3078.81,7.4,0
sim-000488,0,group_a,32145.78,0.3853,70.8,1,11162.11,1.8,0
sim-000489,0,group_a,24343.77,0.5977,49.3,0,9966.47,5.6,1
sim-000490,0,group_b,23348.91,0.1895,31.4,0,8441.33,0.5,0
sim-000491,0,group_b,16044.82,0.1047,37.3,0,14472.68,9.4,0
sim-000492,0,group_b,26521.99,0.4418,138.0,2,9844.81,7.7,0
sim-000493,0,group_a,22798.98,0.2029,52.1,1,1961.47,2.2,0
sim-000494,0,group_b,36300.12,0.3002,78.7,0,12161.98,2.6,0
sim-000495,0,group_a,24814.4,0.3639,18.7,1,8146.7,4.7,1
sim-000496,0,group_a,28242.18,0.3807,97.2,1,8633.36,14.5,0
sim-000497,0,group_b,28568.89,0.7802,80.7,1,9169.68,3.3,1
sim-000498,0,group_a,33852.58,0.348,101.3,2,8524.79,6.4,0
sim-000499,0,group_a,27667.69,0.0921,29.8,0,4605.08,3.2,1
sim-000500,1,group_b,22382.84,0.7036,152.7,4,6009.48,4.2,0
sim-000501,1,group_b,36243.74,0.5544,116.2,2,12503.16,2.8,0
sim-000502,1,group_b,54739.62,0.3476,29.0,1,7987.97,12.2,0
sim-000503,1,group_a,36899.59,0.4001,48.3,0,8831.45,8.3,1
sim-000504,1,group_a,27061.72,0.1732,80.7,0,11345.93,4.9,1
sim-000505,1,group_b,33199.12,0.4166,30.4,0,7223.06,4.1,1
sim-000506,1,group_a,14775.63,0.1394,135.1,0,14016.54,1.8,0
sim-000507,1,group_b,32973.22,0.2731,94.3,1,9063.85,2.1,0
sim-000508,1,group_a,29550.36,0.1845,48.8,2,4647.37,11.3,0
sim-000509,1,group_a,23622.3,0.2918,88.7,1,6871.74,4.4,0
sim-000510,1,group_a,25491.97,0.3459,50.1,0,6646.65,12.3,0
sim-000511,1,group_b,29427.99,0.0804,139.4,0,8379.0,4.6,0
sim-000512,1,group_a,53041.64,0.3849,70.5,0,4719.83,1.0,0
sim-000513,1,group_a,55307.59,0.0998,78.5,1,19851.88,4.9,0
sim-000514,1,group_a,23675.3,0.4333,37.1,1,12260.53,6.6,1
sim-000515,1,group_a,28124.81,0.3439,54.7,1,9140.76,2.6,1
sim-000516,1,group_a,28427.5,0.1779,110.5,1,8515.42,6.5,0
sim-000517,1,group_b,49119.39,0.0925,57.1,4,13132.67,2.9,0
sim-000518,1,group_a,37164.63,0.4004,35.8,1,3775.9,5.7,0
sim-000519,1,group_b,36350.81,0.4747,29.1,2,9449.94,12.2,0
sim-000520,1,group_b,43793.05,0.1863,74.3,0,4399.96,5.3,0
sim-000521,1,group_a,27214.53,0.0152,24.2,2,12706.28,8.0,0
sim-000522,1,group_a,61996.45,0.3465,22.1,2,5266.89,9.0,0
sim-000523,1,group_b,34935.8,0.1443,16.2,1,9454.03,6.5,1
sim-000524,1,group_a,24404.35,0.0526,75.9,0,21404.44,8.4,1
sim-000525,1,group_a,31746.92,0.1917,15.7,3,14172.03,6.4,1
sim-000526,1,group_b,58653.93,0.2326,70.6,0,4868.87,5.7,0
sim-000527,1,group_b,29244.31,0.0505,65.0,0,9063.33,6.5,0
sim-000528,1,group_b,52094.48,0.5369,48.1,2,8394.2,6.1,1
sim-000529,1,group_a,26885.83,0.2611,63.3,2,7889.49,8.9,0
sim-000530,1,group_b,25347.14,0.1815,85.0,0,18709.34,7.2,0
sim-000531,1,group_b,46121.33,0.3134,124.6,1,7869.0,6.0,1
sim-000532,1,group_a,24219.94,0.3906,58.3,0,25512.95,2.2,1
sim-000533,1,group_b,49388.2,0.041,71.2,0,5887.43,7.4,0
sim-000534,1,group_a,40525.35,0.1635,34.3,0,8436.48,3.6,0
sim-000535,1,group_a,24223.79,0.278,70.5,2,8173.58,12.8,0
sim-000536,1,group_a,33927.94,0.3451,59.5,1,9359.67,1.0,0
sim-000537,1,group_a,27764.54,0.1888,80.1,0,12143.49,2.3,0
sim-000538,1,group_a,40480.28,0.3423,32.9,0,15615.38,1.4,0
sim-000539,1,group_b,77255.64,0.4697,157.7,2,7736.62,3.0,0
sim-000540,1,group_b,29920.65,0.4287,51.4,2,7374.66,3.5,0
sim-000541,1,group_a,43747.34,0.3081,73.9,2,7855.8,5.1,0
sim-000542,1,group_b,35322.13,0.2624,12.0,2,12944.79,5.1,0
sim-000543,1,group_b,35316.45,0.1982,65.3,3,4406.97,6.3,1
sim-000544,1,group_a,32617.81,0.4987,75.6,1,6481.34,5.7,0
sim-000545,1,group_a,24388.93,0.3947,105.5,1,20038.27,6.3,1
sim-000546,1,group_a,40245.71,0.1356,79.5,0,2829.0,2.5,0
sim-000547,1,group_a,30968.58,0.3756,131.2,1,12742.45,3.1,0
sim-000548,1,group_b,23908.37,0.2909,109.5,1,14733.5,6.5,1
sim-000549,1,group_a,53527.6,0.3324,27.6,0,13078.56,3.8,1
sim-000550,1,group_a,36445.89,0.2645,133.8,0,6284.41,4.9,0
sim-000551,1,group_a,31767.48,0.106,55.1,0,13582.92,2.2,1
sim-000552,1,group_a,61379.05,0.2032,63.6,3,11022.8,13.9,1
sim-000553,1,group_b,16168.91,0.2929,25.1,2,10823.44,4.9,1
sim-000554,1,group_a,59670.0,0.2194,102.3,2,4689.05,10.1,0
sim-000555,1,group_a,24156.8,0.3603,58.0,0,7098.57,1.6,1
sim-000556,1,group_a,38209.66,0.253,59.9,1,8499.28,7.4,1
sim-000557,1,group_a,27310.14,0.305,67.3,2,29086.98,9.5,0
sim-000558,1,group_b,23726.3,0.3606,95.3,3,4407.63,3.9,0
sim-000559,1,group_a,60708.1,0.1668,125.9,3,7776.07,2.1,1
sim-000560,1,group_a,76237.67,0.158,24.0,0,9881.54,6.2,0
sim-000561,1,group_a,31859.32,0.211,53.4,2,8245.67,3.7,0
sim-000562,1,group_b,40251.37,0.1314,37.8,3,8799.36,8.6,0
sim-000563,1,group_b,35808.35,0.412,104.8,0,3597.45,9.6,0
sim-000564,1,group_b,72316.88,0.5164,90.7,1,9327.51,1.2,1
sim-000565,1,group_b,14392.71,0.1356,79.4,1,4753.52,2.4,1
sim-000566,1,group_b,40961.66,0.5699,60.9,0,7895.99,1.9,0
sim-000567,1,group_a,25760.74,0.4463,95.9,2,7810.54,1.0,1
sim-000568,1,group_a,12997.28,0.3024,70.6,2,15910.93,13.9,0
sim-000569,1,group_a,30048.78,0.1674,84.4,0,2470.14,0.3,0
sim-000570,1,group_a,75976.59,0.2655,119.5,1,2827.39,15.9,1
sim-000571,1,group_b,26541.35,0.3173,84.7,0,5894.09,10.1,0
sim-000572,1,group_a,48733.48,0.1374,59.6,1,12687.51,1.7,1
sim-000573,1,group_b,57840.37,0.3748,43.0,4,9473.39,3.6,0
sim-000574,1,group_b,34775.46,0.1201,42.8,0,8054.48,8.2,0
sim-000575,1,group_a,36775.66,0.3456,50.3,0,16042.94,7.5,0
sim-000576,1,group_b,17003.17,0.6129,78.3,2,5395.96,9.0,0
sim-000577,1,group_b,25879.62,0.2908,125.1,1,6111.27,4.8,0
sim-000578,1,group_b,51171.77,0.1947,39.9,1,10649.78,4.9,0
sim-000579,1,group_a,35863.85,0.4669,116.8,1,9661.05,3.5,0
sim-000580,1,group_a,40793.72,0.5382,47.5,1,5701.84,6.1,0
sim-000581,1,group_a,36972.37,0.3789,126.1,1,6174.95,1.5,1
sim-000582,1,group_a,87784.63,0.2539,47.7,1,5519.9,9.7,0
sim-000583,1,group_a,29178.33,0.5662,45.3,0,4251.89,7.4,0
sim-000584,1,group_b,68615.4,0.139,26.3,2,6122.05,8.9,0
sim-000585,1,group_b,36977.74,0.4468,53.4,0,2959.15,1.3,0
sim-000586,1,group_a,71222.47,0.3906,49.8,0,7536.74,13.5,0
sim-000587,1,group_a,20900.1,0.2004,85.0,2,7380.29,0.5,0
sim-000588,1,group_a,37780.71,0.1901,41.1,1,8544.0,6.5,0
sim-000589,1,group_a,29633.23,0.0956,71.6,3,15143.26,2.7,1
sim-000590,1,group_b,37070.56,0.168,49.7,2,7608.77,5.2,0
sim-000591,1,group_a,58419.09,0.1547,99.1,2,5266.64,8.3,0
sim-000592,1,group_a,40990.68,0.0965,92.5,1,7124.73,15.9,1
sim-000593,1,group_b,58370.2,0.3092,87.9,0,4877.89,6.2,0
sim-000594,1,group_a,26383.84,0.2379,14.2,1,10264.88,5.4,1
sim-000595,1,group_a,24745.76,0.5398,40.5,3,12054.62,6.9,0
sim-000596,1,group_b,35198.69,0.3151,103.3,0,12261.59,6.1,0
sim-000597,1,group_b,34398.43,0.4114,46.2,1,15653.58,8.3,0
sim-000598,1,group_b,32336.08,0.3337,98.4,0,3659.99,3.7,0
sim-000599,1,group_b,23373.89,0.479,28.1,2,6351.62,6.6,1
sim-000600,1,group_a,57839.87,0.3802,82.8,0,30484.74,5.3,0
sim-000601,1,group_b,30019.68,0.2013,77.8,0,13500.75,7.2,0
sim-000602,1,group_b,63637.16,0.3594,79.0,1,10465.89,5.6,0
sim-000603,1,group_b,35149.03,0.2055,132.6,2,7609.55,3.0,0
sim-000604,1,group_b,45905.5,0.0542,37.5,2,15086.78,15.2,0
sim-000605,1,group_b,44189.3,0.1424,99.5,0,6909.85,8.8,0
sim-000606,1,group_b,24730.8,0.2969,71.7,0,6151.72,6.1,0
sim-000607,1,group_a,40791.35,0.5349,148.3,1,9200.16,7.0,1
sim-000608,1,group_b,78582.15,0.2752,51.4,1,7686.44,4.3,0
sim-000609,1,group_a,38858.31,0.489,109.8,0,5750.97,10.2,0
sim-000610,1,group_a,51048.74,0.3087,140.5,1,6009.05,3.6,0
sim-000611,1,group_b,46778.28,0.319,38.8,3,13547.31,4.0,1
sim-000612,1,group_b,39773.69,0.2456,49.3,0,17574.18,15.4,1
sim-000613,1,group_b,37809.7,0.4036,99.7,1,10430.17,1.6,1
sim-000614,1,group_a,43996.82,0.312,85.8,2,6095.95,5.5,1
sim-000615,1,group_b,48174.19,0.1322,31.1,1,7573.37,6.8,0
sim-000616,1,group_b,19812.95,0.7136,58.8,1,4960.94,9.4,0
sim-000617,1,group_a,38788.04,0.529,73.9,3,4463.67,0.4,0
sim-000618,1,group_a,32360.29,0.423,57.6,1,9082.37,4.2,0
sim-000619,1,group_a,29660.12,0.4438,58.5,0,7657.47,7.0,0
sim-000620,1,group_b,60252.84,0.2166,46.3,1,14751.35,6.1,0
sim-000621,1,group_a,25695.69,0.3232,90.2,0,12156.35,4.6,1
sim-000622,1,group_b,19461.57,0.0928,48.7,2,3259.65,4.9,1
sim-000623,1,group_a,48834.92,0.2854,26.2,3,17088.29,3.7,0
sim-000624,1,group_b,19253.24,0.4623,66.8,0,6530.18,3.0,1
sim-000625,1,group_a,15556.97,0.1973,78.3,1,6239.46,4.3,0
sim-000626,1,group_b,51198.85,0.3337,34.8,0,7283.23,4.8,0
sim-000627,1,group_a,37371.49,0.047,72.5,0,7723.98,6.2,0
sim-000628,1,group_a,42639.75,0.3036,34.3,0,3984.32,6.0,0
sim-000629,1,group_b,29032.77,0.3228,42.1,0,10669.41,4.5,0
sim-000630,1,group_b,19546.46,0.3753,44.6,1,6266.46,7.9,0
sim-000631,1,group_b,21246.97,0.339,87.6,0,4605.14,0.7,0
sim-000632,1,group_a,31184.63,0.3064,36.9,2,13510.05,2.3,1
sim-000633,1,group_a,20487.92,0.6806,107.4,3,4526.24,3.9,1
sim-000634,1,group_a,39773.74,0.5072,114.6,7,9707.21,14.7,0
sim-000635,1,group_a,28789.55,0.3946,42.1,2,6443.23,7.1,0
sim-000636,1,group_b,37786.8,0.5628,85.7,1,15205.5,5.3,0
sim-000637,1,group_b,37315.43,0.2327,78.4,0,11206.13,4.2,0
sim-000638,1,group_b,41128.47,0.2937,75.5,0,13462.18,14.0,0
sim-000639,1,group_b,43121.74,0.249,117.9,1,2986.95,9.3,0
sim-000640,1,group_b,30259.39,0.2572,55.6,2,6071.22,6.4,0
sim-000641,1,group_b,37769.87,0.4328,72.7,0,7303.72,8.9,0
sim-000642,1,group_a,38604.47,0.2481,82.6,0,9534.5,4.7,0
sim-000643,1,group_a,12605.22,0.3348,19.5,2,15069.33,1.0,1
sim-000644,1,group_b,45868.82,0.3866,95.7,1,3471.69,1.6,0
sim-000645,1,group_b,37233.93,0.5133,144.7,1,9231.18,7.0,1
sim-000646,1,group_a,44307.11,0.2327,21.6,0,5221.35,2.9,0
sim-000647,1,group_a,20364.04,0.1948,74.6,1,7148.18,10.0,0
sim-000648,1,group_b,30618.98,0.1589,60.2,1,4721.91,0.7,0
sim-000649,1,group_a,22104.97,0.5724,78.6,0,30949.93,4.9,1
sim-000650,1,group_a,47797.69,0.2638,95.6,0,11640.7,6.0,0
sim-000651,1,group_b,19377.17,0.2388,46.6,1,7260.63,2.8,0
sim-000652,1,group_b,23670.03,0.3836,79.3,5,5812.79,7.4,0
sim-000653,1,group_a,43757.22,0.1622,118.0,1,11484.13,4.4,1
sim-000654,1,group_b,26840.38,0.5942,102.5,0,7268.01,6.5,0
sim-000655,1,group_a,23672.66,0.2597,91.2,2,9771.23,5.9,1
sim-000656,1,group_b,51165.57,0.469,56.2,3,9482.54,7.5,0
sim-000657,1,group_a,52054.11,0.2428,52.7,0,6379.36,9.2,0
sim-000658,1,group_b,47347.53,0.4341,75.5,0,10994.03,9.1,1
sim-000659,1,group_a,49934.03,0.2851,76.2,0,5849.81,1.9,0
sim-000660,1,group_a,31721.08,0.304,103.2,0,4612.37,1.5,0
sim-000661,1,group_b,32082.66,0.4263,74.7,1,9181.95,18.5,1
sim-000662,1,group_a,26630.32,0.2995,95.9,0,13459.23,4.0,1
sim-000663,1,group_a,37513.13,0.2852,25.7,4,4254.95,1.5,1
sim-000664,1,group_a,28009.04,0.397,89.8,0,25233.83,2.0,1
sim-000665,1,group_b,29147.14,0.2147,91.4,2,4748.46,2.8,0
sim-000666,1,group_b,44979.32,0.4464,114.5,1,9417.91,3.5,1
sim-000667,1,group_b,57498.06,0.3379,21.2,2,26600.58,2.8,1
sim-000668,1,group_a,41326.92,0.1799,130.1,1,4167.53,2.8,0
sim-000669,1,group_a,74281.16,0.3104,62.8,0,4603.61,5.3,0
sim-000670,1,group_a,25995.62,0.1764,54.2,1,16071.82,8.0,0
sim-000671,1,group_a,16156.06,0.2724,98.8,0,17885.54,8.7,0
sim-000672,1,group_b,47199.74,0.2964,58.7,0,3452.68,2.5,0
sim-000673,1,group_b,25281.54,0.0462,15.7,0,5586.75,7.7,0
sim-000674,1,group_b,31164.95,0.3308,82.7,1,6417.62,8.4,0
sim-000675,1,group_a,16625.38,0.2018,83.4,0,6077.41,8.4,1
sim-000676,1,group_b,23964.57,0.2029,8.8,2,9856.96,2.6,1
sim-000677,1,group_a,18602.75,0.3616,190.5,3,8626.41,1.8,0
sim-000678,1,group_a,29132.0,0.1529,177.6,0,3781.76,7.4,1
sim-000679,1,group_a,29622.47,0.1994,110.4,1,16476.2,4.2,1
sim-000680,1,group_a,36307.64,0.5508,44.9,1,4136.6,3.5,0
sim-000681,1,group_a,58846.27,0.108,85.6,0,10930.97,2.2,0
sim-000682,1,group_a,46457.85,0.2818,37.7,2,2519.4,1.0,1
sim-000683,1,group_a,17688.83,0.2018,66.7,0,4846.36,2.1,0
sim-000684,1,group_b,45132.89,0.3436,57.8,2,4740.14,3.0,1
sim-000685,1,group_a,36641.51,0.1792,149.7,1,23437.25,1.9,0
sim-000686,1,group_a,33554.05,0.2165,61.8,2,5915.06,6.3,0
sim-000687,1,group_b,34629.67,0.1905,105.7,0,9960.91,2.2,0
sim-000688,1,group_b,38097.81,0.4977,71.8,1,11966.7,0.7,0
sim-000689,1,group_a,26144.85,0.3389,106.5,1,11181.41,9.7,1
sim-000690,1,group_a,32383.77,0.1853,19.2,0,6310.07,4.2,0
sim-000691,1,group_b,57483.57,0.1025,64.9,1,6865.63,7.7,0
sim-000692,1,group_a,26013.2,0.1961,105.0,0,11335.06,7.4,0
sim-000693,1,group_a,22684.72,0.5802,105.5,3,8893.69,2.2,1
sim-000694,1,group_b,34066.95,0.1468,93.7,0,18581.41,2.6,0
sim-000695,1,group_a,21745.5,0.2802,53.8,1,2548.44,5.0,0
sim-000696,1,group_b,16956.92,0.2811,94.5,1,14099.95,1.2,0
sim-000697,1,group_b,30252.19,0.2851,88.0,2,9200.23,2.2,0
sim-000698,1,group_b,64242.56,0.0679,74.4,1,20096.5,3.4,0
sim-000699,1,group_a,34399.12,0.0739,101.4,1,26456.41,5.2,0
sim-000700,1,group_a,37684.43,0.3041,41.4,3,7837.95,1.7,1
sim-000701,1,group_a,14290.32,0.2667,64.7,0,10183.61,9.7,0
sim-000702,1,group_a,42024.7,0.251,28.9,0,6725.01,4.2,0
sim-000703,1,group_b,36359.6,0.1276,32.0,0,13774.44,2.6,0
sim-000704,1,group_a,26442.71,0.3837,43.9,1,13936.65,10.4,0
sim-000705,1,group_a,37707.76,0.1014,139.7,0,6909.43,2.8,0
sim-000706,1,group_b,37550.84,0.0265,104.2,0,11975.83,2.8,0
sim-000707,1,group_b,22404.45,0.2678,48.2,0,7880.31,5.9,0
sim-000708,1,group_a,40190.2,0.2706,59.4,1,5345.89,0.4,0
sim-000709,1,group_a,57803.05,0.4604,55.1,0,9477.91,3.2,1
sim-000710,1,group_b,31769.58,0.2402,88.1,0,10816.37,7.2,0
sim-000711,1,group_b,24284.91,0.3716,42.7,1,11171.08,2.9,0
sim-000712,1,group_b,32448.72,0.2673,151.0,1,5227.53,7.9,0
sim-000713,1,group_b,50058.0,0.4391,155.4,1,7346.78,4.3,1
sim-000714,1,group_b,20888.33,0.1285,80.4,0,3630.04,7.9,0
